latitude,longitude,date,time,hour,time_of_day,uvi
-90,35,2025-03-04,23:00:00Z,23,Evening,0.3
-90,30,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,30,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,30,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,30,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,30,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,30,2025-03-04,18:00:00Z,18,Evening,0.3
-90,30,2025-03-04,19:00:00Z,19,Evening,0.3
-90,30,2025-03-04,20:00:00Z,20,Evening,0.3
-90,30,2025-03-04,21:00:00Z,21,Evening,0.3
-90,30,2025-03-04,22:00:00Z,22,Evening,0.3
-90,30,2025-03-04,23:00:00Z,23,Evening,0.3
-90,40,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,40,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,40,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,40,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,40,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,40,2025-03-04,18:00:00Z,18,Evening,0.3
-90,40,2025-03-04,19:00:00Z,19,Evening,0.3
-90,40,2025-03-04,20:00:00Z,20,Evening,0.3
-90,40,2025-03-04,21:00:00Z,21,Evening,0.3
-90,40,2025-03-04,22:00:00Z,22,Evening,0.3
-90,40,2025-03-04,23:00:00Z,23,Evening,0.3
-90,45,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,45,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,45,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,45,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,45,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,45,2025-03-04,18:00:00Z,18,Evening,0.3
-90,45,2025-03-04,19:00:00Z,19,Evening,0.3
-90,45,2025-03-04,20:00:00Z,20,Evening,0.3
-90,45,2025-03-04,21:00:00Z,21,Evening,0.3
-90,45,2025-03-04,22:00:00Z,22,Evening,0.3
-90,45,2025-03-04,23:00:00Z,23,Evening,0.3
-90,50,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,50,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,50,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,50,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,50,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,50,2025-03-04,18:00:00Z,18,Evening,0.3
-90,50,2025-03-04,19:00:00Z,19,Evening,0.3
-90,50,2025-03-04,20:00:00Z,20,Evening,0.3
-90,50,2025-03-04,21:00:00Z,21,Evening,0.3
-90,50,2025-03-04,22:00:00Z,22,Evening,0.3
-90,50,2025-03-04,23:00:00Z,23,Evening,0.3
-90,60,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,60,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,60,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,60,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,60,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,60,2025-03-04,18:00:00Z,18,Evening,0.3
-90,60,2025-03-04,19:00:00Z,19,Evening,0.3
-90,60,2025-03-04,20:00:00Z,20,Evening,0.3
-90,60,2025-03-04,21:00:00Z,21,Evening,0.3
-90,60,2025-03-04,22:00:00Z,22,Evening,0.3
-90,60,2025-03-04,23:00:00Z,23,Evening,0.3
-90,55,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,55,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,55,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,55,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,55,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,55,2025-03-04,18:00:00Z,18,Evening,0.3
-90,55,2025-03-04,19:00:00Z,19,Evening,0.3
-90,55,2025-03-04,20:00:00Z,20,Evening,0.3
-90,55,2025-03-04,21:00:00Z,21,Evening,0.3
-90,55,2025-03-04,22:00:00Z,22,Evening,0.3
-90,55,2025-03-04,23:00:00Z,23,Evening,0.3
-90,-50,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,-50,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,-50,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,-50,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,-50,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,-50,2025-03-04,18:00:00Z,18,Evening,0.3
-90,-50,2025-03-04,19:00:00Z,19,Evening,0.3
-90,-50,2025-03-04,20:00:00Z,20,Evening,0.3
-90,-50,2025-03-04,21:00:00Z,21,Evening,0.3
-90,-50,2025-03-04,22:00:00Z,22,Evening,0.3
-90,-50,2025-03-04,23:00:00Z,23,Evening,0.3
-90,25,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,25,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,25,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,25,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,25,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,25,2025-03-04,18:00:00Z,18,Evening,0.3
-90,25,2025-03-04,19:00:00Z,19,Evening,0.3
-90,25,2025-03-04,20:00:00Z,20,Evening,0.3
-90,25,2025-03-04,21:00:00Z,21,Evening,0.3
-90,25,2025-03-04,22:00:00Z,22,Evening,0.3
-90,25,2025-03-04,23:00:00Z,23,Evening,0.3
-90,-80,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,-80,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,-80,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,-80,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,-80,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,-80,2025-03-04,18:00:00Z,18,Evening,0.3
-90,-80,2025-03-04,19:00:00Z,19,Evening,0.3
-90,-80,2025-03-04,20:00:00Z,20,Evening,0.3
-90,-80,2025-03-04,21:00:00Z,21,Evening,0.3
-90,-80,2025-03-04,22:00:00Z,22,Evening,0.3
-90,-80,2025-03-04,23:00:00Z,23,Evening,0.3
-90,65,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,65,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,65,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,65,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,65,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,65,2025-03-04,18:00:00Z,18,Evening,0.3
-90,65,2025-03-04,19:00:00Z,19,Evening,0.3
-90,65,2025-03-04,20:00:00Z,20,Evening,0.3
-90,65,2025-03-04,21:00:00Z,21,Evening,0.3
-90,65,2025-03-04,22:00:00Z,22,Evening,0.3
-90,65,2025-03-04,23:00:00Z,23,Evening,0.3
-90,75,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,75,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,75,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,75,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,75,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,75,2025-03-04,18:00:00Z,18,Evening,0.3
-90,75,2025-03-04,19:00:00Z,19,Evening,0.3
-90,75,2025-03-04,20:00:00Z,20,Evening,0.3
-90,75,2025-03-04,21:00:00Z,21,Evening,0.3
-90,75,2025-03-04,22:00:00Z,22,Evening,0.3
-90,75,2025-03-04,23:00:00Z,23,Evening,0.3
-90,70,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,70,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,70,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,70,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,70,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,70,2025-03-04,18:00:00Z,18,Evening,0.3
-90,70,2025-03-04,19:00:00Z,19,Evening,0.3
-90,70,2025-03-04,20:00:00Z,20,Evening,0.3
-90,70,2025-03-04,21:00:00Z,21,Evening,0.3
-90,70,2025-03-04,22:00:00Z,22,Evening,0.3
-90,70,2025-03-04,23:00:00Z,23,Evening,0.3
-90,85,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,85,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,85,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,85,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,85,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,85,2025-03-04,18:00:00Z,18,Evening,0.3
-90,85,2025-03-04,19:00:00Z,19,Evening,0.3
-90,85,2025-03-04,20:00:00Z,20,Evening,0.3
-90,85,2025-03-04,21:00:00Z,21,Evening,0.3
-90,85,2025-03-04,22:00:00Z,22,Evening,0.3
-90,85,2025-03-04,23:00:00Z,23,Evening,0.3
-90,105,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,105,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,105,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,105,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,105,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,105,2025-03-04,18:00:00Z,18,Evening,0.3
-90,105,2025-03-04,19:00:00Z,19,Evening,0.3
-90,105,2025-03-04,20:00:00Z,20,Evening,0.3
-90,105,2025-03-04,21:00:00Z,21,Evening,0.3
-90,105,2025-03-04,22:00:00Z,22,Evening,0.3
-90,105,2025-03-04,23:00:00Z,23,Evening,0.3
-90,95,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,95,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,95,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,95,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,95,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,95,2025-03-04,18:00:00Z,18,Evening,0.3
-90,95,2025-03-04,19:00:00Z,19,Evening,0.3
-90,95,2025-03-04,20:00:00Z,20,Evening,0.3
-90,95,2025-03-04,21:00:00Z,21,Evening,0.3
-90,95,2025-03-04,22:00:00Z,22,Evening,0.3
-90,95,2025-03-04,23:00:00Z,23,Evening,0.3
-90,100,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,100,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,100,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,100,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,100,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,100,2025-03-04,18:00:00Z,18,Evening,0.3
-90,100,2025-03-04,19:00:00Z,19,Evening,0.3
-90,100,2025-03-04,20:00:00Z,20,Evening,0.3
-90,100,2025-03-04,21:00:00Z,21,Evening,0.3
-90,100,2025-03-04,22:00:00Z,22,Evening,0.3
-90,100,2025-03-04,23:00:00Z,23,Evening,0.3
-90,110,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,110,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,110,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,110,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,110,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,110,2025-03-04,18:00:00Z,18,Evening,0.3
-90,110,2025-03-04,19:00:00Z,19,Evening,0.3
-90,110,2025-03-04,20:00:00Z,20,Evening,0.3
-90,110,2025-03-04,21:00:00Z,21,Evening,0.3
-90,110,2025-03-04,22:00:00Z,22,Evening,0.3
-90,110,2025-03-04,23:00:00Z,23,Evening,0.3
-90,80,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,80,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,80,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,80,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,80,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,80,2025-03-04,18:00:00Z,18,Evening,0.3
-90,80,2025-03-04,19:00:00Z,19,Evening,0.3
-90,80,2025-03-04,20:00:00Z,20,Evening,0.3
-90,80,2025-03-04,21:00:00Z,21,Evening,0.3
-90,80,2025-03-04,22:00:00Z,22,Evening,0.3
-90,80,2025-03-04,23:00:00Z,23,Evening,0.3
-90,90,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,90,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,90,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,90,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,90,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,90,2025-03-04,18:00:00Z,18,Evening,0.3
-90,90,2025-03-04,19:00:00Z,19,Evening,0.3
-90,90,2025-03-04,20:00:00Z,20,Evening,0.3
-90,90,2025-03-04,21:00:00Z,21,Evening,0.3
-90,90,2025-03-04,22:00:00Z,22,Evening,0.3
-90,90,2025-03-04,23:00:00Z,23,Evening,0.3
-90,120,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,120,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,120,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,120,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,120,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,120,2025-03-04,18:00:00Z,18,Evening,0.3
-90,120,2025-03-04,19:00:00Z,19,Evening,0.3
-90,120,2025-03-04,20:00:00Z,20,Evening,0.3
-90,120,2025-03-04,21:00:00Z,21,Evening,0.3
-90,120,2025-03-04,22:00:00Z,22,Evening,0.3
-90,120,2025-03-04,23:00:00Z,23,Evening,0.3
-90,130,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,130,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,130,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,130,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,130,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,130,2025-03-04,18:00:00Z,18,Evening,0.3
-90,130,2025-03-04,19:00:00Z,19,Evening,0.3
-90,130,2025-03-04,20:00:00Z,20,Evening,0.3
-90,130,2025-03-04,21:00:00Z,21,Evening,0.3
-90,130,2025-03-04,22:00:00Z,22,Evening,0.3
-90,130,2025-03-04,23:00:00Z,23,Evening,0.3
-90,125,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,125,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,125,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,125,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,125,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,125,2025-03-04,18:00:00Z,18,Evening,0.3
-90,125,2025-03-04,19:00:00Z,19,Evening,0.3
-90,125,2025-03-04,20:00:00Z,20,Evening,0.3
-90,125,2025-03-04,21:00:00Z,21,Evening,0.3
-90,125,2025-03-04,22:00:00Z,22,Evening,0.3
-90,125,2025-03-04,23:00:00Z,23,Evening,0.3
-90,140,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,140,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,140,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,140,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,140,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,140,2025-03-04,18:00:00Z,18,Evening,0.3
-90,140,2025-03-04,19:00:00Z,19,Evening,0.3
-90,140,2025-03-04,20:00:00Z,20,Evening,0.3
-90,140,2025-03-04,21:00:00Z,21,Evening,0.3
-90,140,2025-03-04,22:00:00Z,22,Evening,0.3
-90,140,2025-03-04,23:00:00Z,23,Evening,0.3
-90,145,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,145,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,145,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,145,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,145,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,145,2025-03-04,18:00:00Z,18,Evening,0.3
-90,145,2025-03-04,19:00:00Z,19,Evening,0.3
-90,145,2025-03-04,20:00:00Z,20,Evening,0.3
-90,145,2025-03-04,21:00:00Z,21,Evening,0.3
-90,145,2025-03-04,22:00:00Z,22,Evening,0.3
-90,145,2025-03-04,23:00:00Z,23,Evening,0.3
-90,150,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,150,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,150,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,150,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,150,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,150,2025-03-04,18:00:00Z,18,Evening,0.3
-90,150,2025-03-04,19:00:00Z,19,Evening,0.3
-90,150,2025-03-04,20:00:00Z,20,Evening,0.3
-90,150,2025-03-04,21:00:00Z,21,Evening,0.3
-90,150,2025-03-04,22:00:00Z,22,Evening,0.3
-90,150,2025-03-04,23:00:00Z,23,Evening,0.3
-90,155,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,155,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,155,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,155,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,155,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,155,2025-03-04,18:00:00Z,18,Evening,0.3
-90,155,2025-03-04,19:00:00Z,19,Evening,0.3
-90,155,2025-03-04,20:00:00Z,20,Evening,0.3
-90,155,2025-03-04,21:00:00Z,21,Evening,0.3
-90,155,2025-03-04,22:00:00Z,22,Evening,0.3
-90,155,2025-03-04,23:00:00Z,23,Evening,0.3
-90,135,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,135,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,135,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,135,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,135,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,135,2025-03-04,18:00:00Z,18,Evening,0.3
-90,135,2025-03-04,19:00:00Z,19,Evening,0.3
-90,135,2025-03-04,20:00:00Z,20,Evening,0.3
-90,135,2025-03-04,21:00:00Z,21,Evening,0.3
-90,135,2025-03-04,22:00:00Z,22,Evening,0.3
-90,135,2025-03-04,23:00:00Z,23,Evening,0.3
-90,170,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,170,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,170,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,170,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,170,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,170,2025-03-04,18:00:00Z,18,Evening,0.3
-90,170,2025-03-04,19:00:00Z,19,Evening,0.3
-90,170,2025-03-04,20:00:00Z,20,Evening,0.3
-90,170,2025-03-04,21:00:00Z,21,Evening,0.3
-90,170,2025-03-04,22:00:00Z,22,Evening,0.3
-90,170,2025-03-04,23:00:00Z,23,Evening,0.3
-90,115,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,115,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,115,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,115,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,115,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,115,2025-03-04,18:00:00Z,18,Evening,0.3
-90,115,2025-03-04,19:00:00Z,19,Evening,0.3
-90,115,2025-03-04,20:00:00Z,20,Evening,0.3
-90,115,2025-03-04,21:00:00Z,21,Evening,0.3
-90,115,2025-03-04,22:00:00Z,22,Evening,0.3
-90,115,2025-03-04,23:00:00Z,23,Evening,0.3
-90,175,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,175,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,175,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,175,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,175,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,175,2025-03-04,18:00:00Z,18,Evening,0.3
-90,175,2025-03-04,19:00:00Z,19,Evening,0.3
-90,175,2025-03-04,20:00:00Z,20,Evening,0.3
-90,175,2025-03-04,21:00:00Z,21,Evening,0.3
-90,175,2025-03-04,22:00:00Z,22,Evening,0.3
-90,175,2025-03-04,23:00:00Z,23,Evening,0.3
-90,160,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,160,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,160,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,160,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,160,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,160,2025-03-04,18:00:00Z,18,Evening,0.3
-90,160,2025-03-04,19:00:00Z,19,Evening,0.3
-90,160,2025-03-04,20:00:00Z,20,Evening,0.3
-90,160,2025-03-04,21:00:00Z,21,Evening,0.3
-90,160,2025-03-04,22:00:00Z,22,Evening,0.3
-90,160,2025-03-04,23:00:00Z,23,Evening,0.3
-90,180,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,180,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,180,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,180,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,180,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,180,2025-03-04,18:00:00Z,18,Evening,0.3
-90,180,2025-03-04,19:00:00Z,19,Evening,0.3
-90,180,2025-03-04,20:00:00Z,20,Evening,0.3
-90,180,2025-03-04,21:00:00Z,21,Evening,0.3
-90,180,2025-03-04,22:00:00Z,22,Evening,0.3
-90,180,2025-03-04,23:00:00Z,23,Evening,0.3
-85,-180,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-180,2025-03-04,14:00:00Z,14,Afternoon,0.0
-85,-180,2025-03-04,15:00:00Z,15,Afternoon,0.0
-85,-180,2025-03-04,16:00:00Z,16,Afternoon,0.0
-85,-180,2025-03-04,17:00:00Z,17,Afternoon,0.2
-85,-180,2025-03-04,18:00:00Z,18,Evening,0.2
-85,-180,2025-03-04,19:00:00Z,19,Evening,0.3
-85,-180,2025-03-04,20:00:00Z,20,Evening,0.4
-85,-180,2025-03-04,21:00:00Z,21,Evening,0.4
-85,-180,2025-03-04,22:00:00Z,22,Evening,0.5
-85,-180,2025-03-04,23:00:00Z,23,Evening,0.5
-85,-170,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-170,2025-03-04,14:00:00Z,14,Afternoon,0.0
-85,-170,2025-03-04,15:00:00Z,15,Afternoon,0.0
-85,-170,2025-03-04,16:00:00Z,16,Afternoon,0.2
-85,-170,2025-03-04,17:00:00Z,17,Afternoon,0.2
-85,-170,2025-03-04,18:00:00Z,18,Evening,0.3
-85,-170,2025-03-04,19:00:00Z,19,Evening,0.3
-85,-170,2025-03-04,20:00:00Z,20,Evening,0.4
-85,-170,2025-03-04,21:00:00Z,21,Evening,0.4
-85,-170,2025-03-04,22:00:00Z,22,Evening,0.5
-85,-170,2025-03-04,23:00:00Z,23,Evening,0.5
-90,165,2025-03-04,13:00:00Z,13,Afternoon,0.3
-90,165,2025-03-04,14:00:00Z,14,Afternoon,0.3
-90,165,2025-03-04,15:00:00Z,15,Afternoon,0.3
-90,165,2025-03-04,16:00:00Z,16,Afternoon,0.3
-90,165,2025-03-04,17:00:00Z,17,Afternoon,0.3
-90,165,2025-03-04,18:00:00Z,18,Evening,0.3
-90,165,2025-03-04,19:00:00Z,19,Evening,0.3
-90,165,2025-03-04,20:00:00Z,20,Evening,0.3
-90,165,2025-03-04,21:00:00Z,21,Evening,0.3
-90,165,2025-03-04,22:00:00Z,22,Evening,0.3
-90,165,2025-03-04,23:00:00Z,23,Evening,0.3
-85,-155,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-155,2025-03-04,14:00:00Z,14,Afternoon,0.0
-85,-155,2025-03-04,15:00:00Z,15,Afternoon,0.1
-85,-155,2025-03-04,16:00:00Z,16,Afternoon,0.2
-85,-155,2025-03-04,17:00:00Z,17,Afternoon,0.3
-85,-155,2025-03-04,18:00:00Z,18,Evening,0.3
-85,-155,2025-03-04,19:00:00Z,19,Evening,0.4
-85,-155,2025-03-04,20:00:00Z,20,Evening,0.4
-85,-155,2025-03-04,21:00:00Z,21,Evening,0.5
-85,-155,2025-03-04,22:00:00Z,22,Evening,0.5
-85,-155,2025-03-04,23:00:00Z,23,Evening,0.5
-85,-145,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-145,2025-03-04,14:00:00Z,14,Afternoon,0.0
-85,-145,2025-03-04,15:00:00Z,15,Afternoon,0.2
-85,-145,2025-03-04,16:00:00Z,16,Afternoon,0.3
-85,-145,2025-03-04,17:00:00Z,17,Afternoon,0.3
-85,-145,2025-03-04,18:00:00Z,18,Evening,0.4
-85,-145,2025-03-04,19:00:00Z,19,Evening,0.4
-85,-145,2025-03-04,20:00:00Z,20,Evening,0.5
-85,-145,2025-03-04,21:00:00Z,21,Evening,0.5
-85,-145,2025-03-04,22:00:00Z,22,Evening,0.5
-85,-145,2025-03-04,23:00:00Z,23,Evening,0.5
-85,-175,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-175,2025-03-04,14:00:00Z,14,Afternoon,0.0
-85,-175,2025-03-04,15:00:00Z,15,Afternoon,0.0
-85,-175,2025-03-04,16:00:00Z,16,Afternoon,0.0
-85,-175,2025-03-04,17:00:00Z,17,Afternoon,0.2
-85,-175,2025-03-04,18:00:00Z,18,Evening,0.3
-85,-175,2025-03-04,19:00:00Z,19,Evening,0.3
-85,-175,2025-03-04,20:00:00Z,20,Evening,0.4
-85,-175,2025-03-04,21:00:00Z,21,Evening,0.4
-85,-175,2025-03-04,22:00:00Z,22,Evening,0.5
-85,-175,2025-03-04,23:00:00Z,23,Evening,0.5
-85,-140,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-140,2025-03-04,14:00:00Z,14,Afternoon,0.2
-85,-140,2025-03-04,15:00:00Z,15,Afternoon,0.2
-85,-140,2025-03-04,16:00:00Z,16,Afternoon,0.3
-85,-140,2025-03-04,17:00:00Z,17,Afternoon,0.3
-85,-140,2025-03-04,18:00:00Z,18,Evening,0.4
-85,-140,2025-03-04,19:00:00Z,19,Evening,0.5
-85,-140,2025-03-04,20:00:00Z,20,Evening,0.5
-85,-140,2025-03-04,21:00:00Z,21,Evening,0.6
-85,-140,2025-03-04,22:00:00Z,22,Evening,0.5
-85,-140,2025-03-04,23:00:00Z,23,Evening,0.5
-85,-130,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-130,2025-03-04,14:00:00Z,14,Afternoon,0.2
-85,-130,2025-03-04,15:00:00Z,15,Afternoon,0.3
-85,-130,2025-03-04,16:00:00Z,16,Afternoon,0.3
-85,-130,2025-03-04,17:00:00Z,17,Afternoon,0.4
-85,-130,2025-03-04,18:00:00Z,18,Evening,0.5
-85,-130,2025-03-04,19:00:00Z,19,Evening,0.5
-85,-130,2025-03-04,20:00:00Z,20,Evening,0.6
-85,-130,2025-03-04,21:00:00Z,21,Evening,0.6
-85,-130,2025-03-04,22:00:00Z,22,Evening,0.5
-85,-130,2025-03-04,23:00:00Z,23,Evening,0.5
-85,-160,2025-03-04,13:00:00Z,13,Afternoon,0.0
-85,-160,2025-03-04,14:00:00Z,14,Afternoon,0.0
-85,-160,2025-03-04,15:00:00Z,15,Afternoon,0.0
-85,-160,2025-03-04,16:00:00Z,16,Afternoon,0.2
-85,-160,2025-03-04,17:00:00Z,17,Afternoon,0.2
-85,-160,2025-03-04,18:00:00Z,18,Evening,0.3
-85,-160,2025-03-04,19:00:00Z,19,Evening,0.3
